college_name,location
Dhanalakshmi Srinivasan College Of Engineering And T...,Chennai
"College of Veterinary Science and Animal Husbandry, ...",Junagadh
Annie Besant Women's College,Hyderabad
"Government College of Nursing, Sircilla",Telangana
"ABS Academy of Science, Technology and Management",Durgapur
Universal Airhostess Academy,Chennai
"Bharat Institute of Engineering and Technology, Tela...",Hyderabad
Academy of Broadcasting,Kolkata
"School of Management Sciences, Apeejay Stya University",Gurgaon
"Government Medical College And ESIC Hosptital , Coi...",Coimbatore
Post Graduate Government College,Chandigarh
Sadhna Academy for Media Studies,Noida
"Rajiv Gandhi Institute of Medical Sciences, Kadapa",Kadapa
University College Of Commerce and Business Manageme...,Telangana
"K.K.Wagh Arts,Commerce,Science and Computer Science ...",Nashik
"National Institute of Finance and Accounts, Delhi",Delhi
Swar Sangam- A Birla Institute for Visual and Perfor...,Kolkata
A M College of Higher Education,Gorakhpur
Gandhi Institute of Hotel Management,Kolkata
"Symbiosis Centre for Distance Learning, Indore",Indore
Shivang Homoeopathic Medical College,Bhopal
Bangalore Group of Institutions,Bangalore
ICFAI School of Architecture,Hyderabad
Jyothis Academy,Kottayam
"Government Homoeopathic Medical College & Hospital, ...",Bangalore
"INSOFE School of Data Science, Vijaybhoomi University",Mumbai
"INIFD, West Delhi",Delhi
Pharmacy College Azamgarh,Azamgarh
Boston Institute of Analytics,Mumbai
State Takmeel-Ut-Tib College and Hospital,Lucknow
"Prasuna College of Law, Kurnool",Kurnool
Velalar College of Engineering and Technology,Erode
Shahaji Law College,Kolhapur
JSPM's Jayawant Institute of Pharmacy,Pune
B.K. College of Art and Crafts,Bhubaneswar
"College of Nursing, Kanpur",Kanpur
Ananda Spa Institute,Hyderabad
"Government Ayurvedic Medical College,Shivamoga",Shimoga
Nammazhvar College of Agriculture and Technology,Tamil Nadu
Hindustan Academy,Bangalore
International Institute of Technology and Management,Sonepat
Maharaja Surajmal Brij University,Bharatpur
Vallabh Government College,Mandi
Mahatma Jyotiba Fule Ayurveda Mahavidyalaya,Jaipur
RK University - RKU,Rajkot
NRI Institute of Information Science and Technology,Bhopal
VIMS Aviation,Kochi
"Arya College of Pharmacy, Telangana",Hyderabad
"Faculty of Engineering and Technology, Agra College",Agra
Al-Karim University,Katihar
Mount Zion Medical College,Pathanamthitta
M.K.E.S College of Law,Maharashtra
K.V.T.R. Ayurved College,Shirpur
American International Institute of Medical Sciences,Udaipur
Sonopant Dandekar Sikshan Mandli,Maharashtra
"JD Institute of Fashion Technology, Vijayawada",Vijayawada
"Amity University Online, Noida",Noida
PA College of Engineering,Mangalore
Tolani College of Commerce,Mumbai
"Dental College and Hospital, Pune, Bharati Vidyapeeth",Pune
Katihar Medical College and Hospital,Katihar
DJPS College of Pharmacy,Parbhani
"AAT College, Chennai",Chennai
IIE - Ideal Institute of Engineering,Kalyani
SJPES’s Homoeopathic Medical College,Kolhapur
Naipunnya Institute of Management and Information Te...,Thrissur
Mata Gujri College,Punjab
Nalini Devi Women's College,Khurda
"School of Hotel and Tourism Management, NIMS University",Jaipur
"Frankfinn Institute of Air Hostess Training, kukatpally",Hyderabad
R. D. National and W. A. Science College,Mumbai
Career College of Law,Bhopal
PSN College of Engineering and Technology,Tirunelveli
Queen Mary College,Hyderabad
Sri Sri College of Ayurvedic Science and Research,Bangalore
Gujarat Commerce College,Ahmedabad
JP Institute of Engineering and Technology,Meerut
The Hotel School,Delhi
Chitrabani,Kolkata
Bhojia Dental College and Hospital,Baddi
Midnapore College,Midnapore
Sant Baba Bhag Singh University,Jalandhar
Charnok School of Nursing,Kolkata
Acharya Sudarshan B.Ed. College,Sitamarhi
"NMIMS Academy of Aviation, Shirpur",Shirpur
"Department of PG Studies, VisvesvarayaTechnological ...",Bangalore
R. D. Engineering College Technical Campus,Ghaziabad
Railway Academy,Noida
Hiraba B.Ed College,Ahmedabad
"H.P. University Regional Centre, Dharamshala",Kangra
ATDC - Apparel Training And Design Center,Jaipur
"Government Homoeopathic Medical College, Dethali",Patan
Besant Women’s College,Mangalore
Government Law College,Kochi
Jammu Institute of Ayurveda and Research,Jammu
V.M. Salgaocar College of Law,Panaji
"G H Raisoni College of Commerce, Science and Technol...",Nagpur
"SGIT School of Management, Sanskar Educational Group",Ghaziabad
Jeevandeep Mahavidyalaya,Varanasi
Nawab Shah Alam Khan College of Engineering and Tech...,Hyderabad
"Government Medical College, Gondia",Maharashtra
R.B. PG College,Agra
"NMIMS School of Performing Arts, Mumbai",Mumbai
Vasantrao Naik College of Agriculture Bio-technology...,Yavatmal
"Government College Of Dentistry, Indore",Indore
North Campus Baramullah,Baramulla
SMEClabs,Kochi
"Institute of Professional Studies (IPS, Meerut)",Ghaziabad
"International School of Design, Belapur",Navi Mumbai
"College of Veterinary Science, Proddatur - Sri Venka...",Andhra Pradesh
Shri Sai College of Nursing and Paramedical Science,Patna
Amar Shaheed Kanchan Singh Autonomous P.G. College,Uttar Pradesh
Amu Murshidabad Centre,Murshidabad
NBS - Naipunnya Business School,Thrissur
R.K. PG College,Shamli
Mahavir Institute of Medical Sciences,Telangana
KIMDS - Kejriwal Institute of Management and Develop...,Ranchi
"Rayat Bahra Group of Institutes, Ropar Campus",Ropar
KLE Society’s Institute of Dental Sciences,Bangalore
Gramonnati Mandals College of Agriculture Business M...,Pune
Apollo College of Pharmacy,Durg
Badruka Institute of Management Studies,Hyderabad
"PIRON School of Business and Finance, Bangalore",Bangalore
Maratha Vidya Prasarak Samaj's Law college,Nashik
Exalt College of Polytechnic,Vaishali
Bansal College of Pharmacy,Bhopal
MET's Institute of Management,Nashik
Saaii College of Medical Science & Technology,Kanpur
Unity Degree College,Visakhapatnam
"Horticulture Polytechnic, Nuzvid - Dr. Y.S.R. Hortic...",Krishna
"InventaTeq, BTM 2nd Stage - Bangalore",Bangalore
Govt. Engineering College Bharatpur,Bharatpur
"Government Medical College, Datia",Madhya Pradesh
Dr. R. G. Bhoyar Group of Institutions,Wardha
Shri J S Bhakta And Shri K M Bhakta Arts And Shri A ...,Surat
NIIT Rohtak,Rohtak
Vishwakarma Maritime Institute,Pune
"Symbiosis Centre for Distance Learning, Nashik",Nashik
Tripura Institute of Technology,Agartala
Bosco College,Dimapur
"Government College of Art and Design, Laxminagar",Nagpur
Rajiv Gandhi Ayurveda Medical College and Hospital,Pondicherry
Prasanna College of Ayurveda and Hospital,Belthangady
Swami Vivekananda Institute of Technology,Secunderabad
"G S College of Commerce & Economics, Jabalpur",Jabalpur
Poona Institute of Management Sciences and Entrepren...,Pune
"Mahan Institute Of Technologies, Rajouri Garden",Delhi
"Shri Vasantrao Naik Government Medical College, Yava...",Maharashtra
"Government Medical College, Nalgonda",Nalgonda
Global Institute of Management,Bhubaneswar
Indian Institute of Event Management Research - IIEMR,Jaipur
Institute of Geoinformatics & Remote Sensing,Kolkata
"Malda Medical College And Hospital ,Malda",Malda
Udai Pratap College,Varanasi
JMJ College of Nursing,Hyderabad
Gurucool Institute of Event Management,Hyderabad
"JD Institute of Fashion Technology, Pune",Pune
"Aditya College Of Engineering, Madanapalle",Andhra Pradesh
Brahmachari Wadi Trust: Institute of Business Admini...,Ahmedabad
Shaheed Gundadhur College of Agriculture and Researc...,Chhattisgarh
"Kannada University, Hampi",Hampi
Veer Kunwar Singh University,Arrah
Dadhichi College of Pharmacy,Cuttack
Jain College of Engineering and Technology,Hubli
ICFL - ICICIdirect Centre For Financial Learning,Hyderabad
Kamdhenu University,Gandhinagar
Bihar Animal Sciences University,Patna
"College of Pharmaceutical Sciences, Puri",Puri
Zydus School of Nursing,Anand
"Government College of Nursing, Somajiguda",Hyderabad
"College of Engineering and Technology, Everest Educa...",Aurangabad
P.B. College of Engineering,Chennai
Southern Pilot Training Academy,Salem
Nirmala Institute Of Education,Panaji
"GITAM School of Architecture, Hyderabad",Hyderabad
"Symbiosis Centre for Distance Learning, Surat",Surat
Mohamed Sathak Engineering College - MSEC,Tamil Nadu
Muthurangam Government Arts College,Vellore
Sanskar B.Ed. College,Vadodara
Essence Learning,Bangalore
PR Patil College of Engineering And Technology (PRPCET),Amravati
"Government Arts and Science College, Nadapuram",Kozhikode
L.J. Institute of Media and Communications,Ahmedabad
Mahatma Gandhi College of Pharmaceutical Sciences,Jaipur
MES Advanced Institute of Management and Technology,Kochi
"MAAC, Indore",Indore
Gargi Agriculture Research and Training Institute an...,Nashik
Smt.Surajba College of Education,Mumbai
TMSS Women's Degree College,Hyderabad
Bharati Vidyapeeth Institute of Computers Applicatio...,Delhi
M A Rangoonwala College Of Dental Science & Research...,Pune
VSPM's Dental College and Research Centre,Nagpur
Dr. Lankapalli Bullayya Post Graduate College,Visakhapatnam
Airport Aviation Academy,Jodhpur
Frameboxx 2.0,Ghaziabad
Indira Gandhi University,Rewari
"Manipur Institute of Management Studies (MIMS), Mani...",Imphal
D.A.V. College Muzaffarnagar,Muzaffarnagar
Nightingale Institute of Nursing,Noida
Uttara Info Solutions,Bangalore
Vasavi College of Education,Pondicherry
upGrad - Chandigarh University,Delhi
"Sanskrithi School Of Engineering, Puttaparthi",Andhra Pradesh
Harkamaya College of Education,Gangtok
Karnataka Police Academy,Mysore
M.Kumarasamy College of Engineering,Karur
Yash Air Limited,Ujjain
Madhubani Medical College and Hospital,Madhubani
Delight College of Pharmacy,Pune
Shri Vaishnav Institute of Technology and Science,Indore
Sunder Deep College of Law,Ghaziabad
Durgamata Institute of Pharmacy,Parbhani
Shree Sureshdada Jain Institute of Pharmaceutical Ed...,Jalgaon
Dr. Yashwant Singh Parmar University of Horticulture...,Himachal Pradesh
"Arena Animation, Ghatkopar",Mumbai
"Department of Library and Information Sciences, Chha...",Kanpur
Government Nagarjuna Post Graduate College of Science,Raipur
Raghukul College of Pharmacy,Bhopal
Gautam Institute of Pharmacy,Nalanda
PRIST University - Ponnaiyah Ramajayam Institute of ...,Thanjavur
Adv. Datta Patil College of Law,Maharashtra
Little Flower Institute of Medical Science and Research,Ernakulum
Shivnagar Vidya Prasarak Mandal's College of Pharmacy,Baramati
"Nehru Academy of Law (NAL, Palakkad)",Palakkad
Sri Sharda Group of Institutions,Lucknow
"Jawaharlal Nehru Institute of Medical Sciences, Imphal",Imphal
Shri. D. D. Vispute College of Pharmacy and Research...,Raigad
"Department of Aviation, VELS Institute of Science, T...",Chennai
Indian Statistical Institute Chennai,Chennai
"Indian Institute of Hardware Technology, Anna Nagar",Chennai
Viva Institute Applied Art,Thane
Rehbar Ayurvedic and Unani Tibbi Medical College,Sangrur
"North Eastern Hill University, Tura Campus",Meghalaya
Atal Bihari Vajpayee Hindi Vishwavidyalaya,Bhopal
S.P.Mandals Tilak College of Education,Pune
Bengal Music College,Kolkata
Institute for Design of Electrical Measuring Instrum...,Mumbai
Gola Polytechnic College,Ramgarh
Vijaygarh Jyotish Ray College,Kolkata
IMTMA Design Institute,Bangalore
C.K Pithawalla College of Engineering and Technology,Surat
Banas Medical College and Research Institute,Palanpur
D.M. College of Commerce,Imphal
Hirachand Nemchand College of Commerce - Department ...,Solapur
"Guru Nanak College of Arts, Science and Commerce",Mumbai
St Pauls Institute of Communication Education for Women,Mumbai
Sinhgad College of Arts and Commerce,Pune
"JD Institute of Fashion Technology, Vadodara",Vadodara
"Arena Animation, Preet Vihar",Delhi
Jawaharlal Nehru Centre for Advanced Scientific Rese...,Bangalore
The Indian College of Arts and Draftsmanship,Kolkata
"Institute of Nursing Education, Bambolim",Panaji
S.V.Government Polytechnic College,Tirupati
National Institute of Computer Arts,Mumbai
St. Joseph’s First Grade College,Mysore
"Hind Institute of Medical Sciences, Barabanki",Barabanki
Maharaja Agrasen Medical College,Hisar
S.D.M.V.M. College of Agriculture,Aurangabad
Pannai College of Pharmacy,Dindigul
Hewett Polytechnic College,Lucknow
Krishna Group of Institutions,Kanpur
Tasgaonkar Group of Institutions,Raigad
Education Guidance,Mumbai
Khaja Bandanawaz University,Gulbarga
C.U. Shah Medical College,Surendranagar
Brilliko Institute of Multimedia,Ludhiana
Kakinada Institute of Engineering and Technology,East Godavari
"School of Architecture, Noida International University",Greater Noida
Physical Education College,Nagpur
Sudha Rustagi College of Dental Sciences and Research,Faridabad
Pazhassi Raja College,Kerala
Navsamvat Law College,Ujjain
Mahatma Gandhi College of Education,Mysore
Gurugram Global College of Pharmacy,Gurgaon
"School of Law, Sushant University",Gurgaon
Lakshmi Narain College of Technology Excellence,Bhopal
Government College Of Engineering – Tirunelveli,Tirunelveli
Jubilee Mission Medical College and Research Institute,Thrissur
Sri Annamacharya Institute of Technology and Science...,Kadapa
"Government Engineering College, Kozhikode",Kozhikode
International Society of Fashion Technology,Mumbai
Rajiv Gandhi College,Madhya Pradesh
"Government Law College, Bhilwara",Bhilwara
Rajiv Gandhi Institute of Veterinary Education and R...,Pondicherry
Wiztoonz Academy of Media and Design,Bangalore
Cradle of Management Institute,Delhi
Mount Mary College,Dimapur
"V.P. Institute of Management Studies & Research, Sangli",Sangli
Lourdes College of Nursing,Ernakulum
"College of Dairy Science and Technology, Mannuthy - ...",Thrissur
Fly Air Aviation Academy,Chennai
Mahatma Jyotiba Fule College of Veterinary and Anima...,Jaipur
CPMS College of Nursing,Guwahati
ABESIT College of Pharmacy,Ghaziabad
Ajeenkya DY Patil University-School of Liberal Arts,Pune
"Rungta College of Engineering and Technology, Raipur",Raipur
ABIT - Ajay Binay Institute of Technology,Cuttack
Kings Cornerstone International College,Chennai
Bidar Institute Of Medical Sciences,Bidar
Rajiv Gandhi College of Food Technology,Parbhani
"Gangaputra Ayurvedic Medical College, Jind",Jind
"Gurukrupa Institute of Pharmacy, Majalgaon",Beed
Assayer Institute of Innovative Education,Noida
Jubilee Mission College of Nursing,Thrissur
Sarojini Naidu College for Women,Kolkata
Suresh Gyan Vihar University Distance Education - Ta...,Vadodara
INIFD Bandra - International Institute of Fashion De...,Mumbai
Dayanand Anglo-Vedic PG College,Kanpur
Keshav Memorial Degree and P.G. College,Hyderabad
"Arena Animation, Andheri West",Mumbai
Chhaju Ram Law College,Hisar
